"Reason for Credit Entry","Sub Order No","Order Date","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"DELIVERED","178587952396452672_1","2025-07-21","Maharashtra","Women's Cotton Front Hook Bra - Deep Panel & Molded Cups for Everyday Comfort","1417356395","XL","1","1450.0","1450.0","ONF062537065426"
"RTO_COMPLETE","178599087518829440_1","2025-07-21","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","L","1","743.0","743.0",
"SHIPPED","178703333291510592_1","2025-07-21","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","36A","1","743.0","743.0","ONF062537065167"
"CANCELLED","178733561824988096_1","2025-07-21","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","734.0",
"DELIVERED","178734133555754944_1","2025-07-21","Assam","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","34A","1","743.0","743.0","ONF062537065462"
"DELIVERED","178764742029034304_1","2025-07-21","Tamil Nadu","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","734.0","ONF062537065482"
"RTO_LOCKED","178779220191822656_1","2025-07-21","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","S","1","734.0","734.0","ONF062537065451"
"CANCELLED","178785908383748224_1","2025-07-21","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XL","1","743.0","743.0",
"DELIVERED","178814759466170304_1","2025-07-21","Himachal Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","tmcA8cP5","XXL","1","734.0","734.0",
"DELIVERED","178820642639909056_1","2025-07-21","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","S","1","734.0","734.0","ONF062537065193"
"DELIVERED","178841507212641024_1","2025-07-21","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","734.0","ONF062537065484"
"DELIVERED","178858340334750720_1","2025-07-21","Telangana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","M","1","734.0","734.0",
"DELIVERED","178879795500939200_1","2025-07-21","Punjab","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XXL","1","743.0","743.0","ONF062537065478"
"DELIVERED","178887910736466112_1","2025-07-21","Haryana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","34A","1","743.0","743.0","ONF062537065474"
"DELIVERED","178903165402663872_1","2025-07-21","Karnataka","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","734.0","ONF062537065440"
"RTO_COMPLETE","178913824510048320_1","2025-07-21","Assam","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","734.0","ONF062537065447"
"CANCELLED","178924007574522752_1","2025-07-21","Madhya Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","r7CkYnwW","28A","1","743.0","743.0",
"DELIVERED","178938992467660096_1","2025-07-22","West Bengal","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","M","1","743.0","743.0","ONF062537065459"
"DELIVERED","178985741455718464_1","2025-07-22","Punjab","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","2RGorXEZ","XXL","1","734.0","734.0","ONF062537065183"
"DELIVERED","179022521792744768_1","2025-07-22","Karnataka","High Waist Mid Thigh Shaper Women's Shapewear","jSAh_woJ","XL","1","112.0","112.0","ONF062537065457"
"DELIVERED","179065561702255360_1","2025-07-22","Telangana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","M","1","734.0","734.0","ONF062537065450"
"DELIVERED","179074588922399488_1","2025-07-22","Punjab","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","2RGorXEZ","L","1","734.0","734.0","ONF062537065456"
"DELIVERED","179079985816948032_1","2025-07-22","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","34A","1","734.0","734.0","ONF062537065454"
"DELIVERED","179108727222193472_1","2025-07-22","Andhra Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","M","1","743.0","743.0","ONF062537065458"
"DELIVERED","179132625766894592_1","2025-07-22","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","734.0","ONF062537065449"
"DELIVERED","179135673604033536_1","2025-07-22","Haryana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","36A","1","743.0","743.0","ONF062537065460"
"DELIVERED","179143855088913408_1","2025-07-22","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","32A","1","743.0","743.0","ONF062537065428"
"DELIVERED","179170141371889600_1","2025-07-22","Andhra Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XXL","1","743.0","743.0","ONF062537065430"
"RTO_LOCKED","179182180471083136_1","2025-07-22","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","734.0","ONF062537065448"
"DELIVERED","179206474282507392_1","2025-07-22","Madhya Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","r7CkYnwW","32A","1","743.0","743.0","ONF062537065444"
"DELIVERED","179209421410212992_1","2025-07-22","Chhattisgarh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","r7CkYnwW","XXL","1","743.0","743.0","ONF062537065446"
"DELIVERED","179214897362814464_1","2025-07-22","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","tmcA8cP5","L","1","734.0","734.0","ONF062537065443"
"RTO_COMPLETE","179237333307278784_1","2025-07-22","Tamil Nadu","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XXL","1","743.0","743.0","ONF062537065427"
"CANCELLED","179237775534715712_1","2025-07-22","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","734.0",
"DELIVERED","179257357824738816_1","2025-07-22","Jammu & Kashmir","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","28A","1","743.0","743.0","ONF062537065425"
"DELIVERED","179393475014608384_1","2025-07-23","Assam","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","32A","1","734.0","734.0","ONF062537065202"
"DELIVERED","179402723991799296_1","2025-07-23","Jharkhand","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XL","1","743.0","743.0","ONF062537065133"
"DELIVERED","179428169613624768_1","2025-07-23","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","M","1","734.0","734.0","ONF062537065121"
"RTO_LOCKED","179447418302285184_1","2025-07-23","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XL","1","743.0","743.0","ONF062537065182"
"RTO_LOCKED","179516080330317120_1","2025-07-23","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","2RGorXEZ","XXL","1","734.0","734.0","ONF062537065432"
"DELIVERED","179551825606679616_1","2025-07-23","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","34A","1","743.0","743.0","ONF062537065433"
"RTO_LOCKED","179554441342743360_1","2025-07-23","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","8IujIIzk","XXL","1","743.0","743.0","ONF062537065189"
"CANCELLED","179619623410277440_1","2025-07-23","West Bengal","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","S","1","734.0","734.0",
"DELIVERED","179645362084017152_1","2025-07-23","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","734.0","ONF062537065203"
"DELIVERED","179767026066441600_1","2025-07-24","Himachal Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","36A","1","743.0","743.0","ONF062537065213"
"DELIVERED","179789954330686464_1","2025-07-24","Telangana","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","734.0","ONF062537065204"
"CANCELLED","179806542039555396_1","2025-07-24","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","34A","1","743.0","743.0",
"DELIVERED","179840438293778112_1","2025-07-24","Telangana","High Waist Mid Thigh Shaper Women's Shapewear","jSAh_woJ","XL","1","110.0","110.0","ONF062537065123"
"RTO_COMPLETE","179845234955328840_1","2025-07-24","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","36A","1","743.0","743.0","ONF062537065209"
"DELIVERED","179853562007811072_1","2025-07-24","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XXL","1","743.0","743.0","ONF062537065431"
"CANCELLED","179857307974267904_1","2025-07-24","Assam","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","M","1","743.0","743.0",
"DELIVERED","179862636522161536_1","2025-07-24","Jharkhand","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","34A","1","743.0","743.0","ONF062537065214"
"DELIVERED","179864586190615553_1","2025-07-24","Madhya Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","34A","1","743.0","743.0","ONF062537065211"
"DELIVERED","179871709335155712_1","2025-07-24","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","32A","1","734.0","734.0","ONF062537065406"
"DELIVERED","179876314437678080_1","2025-07-24","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","M","1","734.0","734.0","ONF062537065217"
"DELIVERED","179890756554847040_1","2025-07-24","Himachal Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","28A","1","734.0","734.0","ONF062537065216"
"DELIVERED","179894265786397504_1","2025-07-24","Madhya Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","r7CkYnwW","L","1","743.0","743.0",
"DELIVERED","179904281960193344_1","2025-07-24","West Bengal","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","734.0","ONF062537065205"
"DOOR_STEP_EXCHANGED","178459511802118976_1","2025-07-24","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","30A","1","714.0","714.0","ONF062537065210"
"CANCELLED","180007130270473280_1","2025-07-24","Jharkhand","SALE PRICE LIVE!! Women's Underwear Cotton Hipster Panties Low Rise Briefs Soft Strench Breathable Ladies Brief Underwear, Regular Use (Pack of 3 Colors May Vary)","PLAIN9 PANTY = PO3","115cm","1","190.0","190.0",
"RTO_LOCKED","180144676686296064_1","2025-07-25","West Bengal","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","yT2sgBxr","36A","1","736.0","736.0","ONF062537065220"
"DELIVERED","180163516764802752_1","2025-07-25","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","qQYkl0G-","30A","1","743.0","743.0","ONF062537065434"
"DELIVERED","180174079248298816_1","2025-07-25","Telangana","Women?s Full Body Shapewear Strapless Bodysuit - Compression Thong Bodysuit for Tummy Control, Slimming & Sculpting - One Size (Fits 30-39 Inches)","CDI9XRTv","M","1","278.0","278.0","ONF062537065122"
"DOOR_STEP_EXCHANGED","177858872697211712_1","2025-07-25","Odisha","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","32A","1","705.0","705.0","ONF062537065200"
"DELIVERED","180208855656985600_1","2025-07-25","Tamil Nadu","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","36A","1","743.0","743.0","ONF062537065219"
"DELIVERED","180223705195267456_1","2025-07-25","West Bengal","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","34A","1","743.0","743.0","ONF062537065207"
"DELIVERED","180239421810875716_1","2025-07-25","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","32A","1","734.0","734.0","ONF062537065175"
"DELIVERED","180239421810875716_2","2025-07-25","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","30A","1","734.0","734.0","ONF062537065175"
"SHIPPED","180337206756393920_1","2025-07-25","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","2RGorXEZ","XXL","1","734.0","734.0","ONF062537065539"
"CANCELLED","180352754258277184_1","2025-07-25","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","28A","1","734.0","734.0",
"RTO_INITIATED","176568241659855040_1","2025-07-25","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","32A","1","734.0","734.0","ONF062537065188"
"CANCELLED","180379062820401984_1","2025-07-25","Uttar Pradesh","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","yT2sgBxr","M","1","736.0","736.0",
"CANCELLED","180385043544589696_1","2025-07-25","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","qQYkl0G-","32A","1","743.0","743.0",
"DELIVERED","180385669633536832_1","2025-07-25","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","qQYkl0G-","32A","1","743.0","743.0","ONF062537065524"
"RTO_COMPLETE","180520706441682241_1","2025-07-26","Andhra Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","r7CkYnwW","M","1","743.0","743.0","ONF062537065190"
"RTO_LOCKED","180538765197231488_1","2025-07-26","Tamil Nadu","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XXL","1","743.0","743.0","ONF062537065194"
"CANCELLED","180565188839240704_1","2025-07-26","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","M","1","734.0","734.0","ONF062537065128"
"DELIVERED","180572731569282368_1","2025-07-26","Himachal Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","S","1","743.0","743.0","ONF062537065161"
"RTO_LOCKED","180593745678332928_1","2025-07-26","Odisha","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ( With Strapless Shapewear Bodysuit for Women Free )","zbWWNx5G","XXL","1","982.0","982.0","ONF062537065206"
"RTO_COMPLETE","180597169664760896_1","2025-07-26","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","L","1","734.0","734.0","ONF062537065192"
"DELIVERED","180600183192810304_1","2025-07-26","Telangana","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","Rz9l0vZz","32A","1","736.0","736.0","ONF062537065528"
"DELIVERED","180610808190891008_1","2025-07-26","Telangana","High Waist Mid Thigh Shaper Women's Shapewear","jSAh_woJ","L","1","112.0","112.0","ONF062537065125"
"DELIVERED","180614639331079168_1","2025-07-26","Jammu & Kashmir","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","36A","1","743.0","743.0","ONF062537065212"
"DELIVERED","180630122322218688_1","2025-07-26","Delhi","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","Rz9l0vZz","36A","1","736.0","736.0","ONF062537065526"
"CANCELLED","180640857401095168_1","2025-07-26","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","M","1","743.0","743.0",
"DELIVERED","180664564138921664_1","2025-07-26","Jharkhand","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","34A","1","734.0","734.0","ONF062537065184"
"RTO_LOCKED","180666695945231424_1","2025-07-26","Rajasthan","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","30A","1","743.0","743.0","ONF062537065181"
"DELIVERED","180675556559320064_1","2025-07-26","Kerala","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","32A","1","743.0","743.0","ONF062537065142"
"DELIVERED","180696668726828096_1","2025-07-26","Uttar Pradesh","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","yT2sgBxr","28A","1","736.0","736.0","ONF062537065180"
"DELIVERED","180714995650075968_1","2025-07-26","Rajasthan","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","yT2sgBxr","36A","1","736.0","736.0","ONF062537065165"
"CANCELLED","180718321834128192_1","2025-07-26","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","28A","1","734.0","734.0",
"DELIVERED","180749505405144768_1","2025-07-27","Odisha","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","34A","1","743.0","743.0","ONF062537065179"
"CANCELLED","180775886424841536_1","2025-07-27","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","36A","1","734.0","734.0",
"DELIVERED","180868806784316224_1","2025-07-27","West Bengal","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","36A","1","743.0","743.0","ONF062537065208"
"DELIVERED","180981286101578560_1","2025-07-27","Uttar Pradesh","SALE PRICE LIVE!! Women's Underwear Cotton Hipster Panties Low Rise Briefs Soft Strench Breathable Ladies Brief Underwear, Regular Use (Pack of 3 Colors May Vary)","PLAIN18 PANTY = PO3","10XL","1","190.0","190.0","ONF062537065533"
"DELIVERED","180983022189823424_1","2025-07-27","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XL","1","734.0","734.0","ONF062537065198"
"RTO_LOCKED","180983094760731648_1","2025-07-27","Bihar","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","36A","1","734.0","734.0","ONF062537065187"
"RTO_INITIATED","180986095532527296_1","2025-07-27","Uttar Pradesh","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","Rz9l0vZz","S","1","736.0","736.0","ONF062537065530"
"DELIVERED","181030923683253952_1","2025-07-27","Gujarat","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","XXL","1","736.0","736.0",
"DELIVERED","181034914756447936_1","2025-07-27","Uttar Pradesh","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","34A","1","736.0","736.0","ONF062537065185"
"SHIPPED","181047738887357457_1","2025-07-27","Delhi","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","36A","1","743.0","743.0","ONF062537065538"
"DELIVERED","181114675919111552_1","2025-07-28","Uttar Pradesh","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","yT2sgBxr","34A","1","736.0","736.0",
"SHIPPED","181135438017220288_1","2025-07-28","Maharashtra","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","32A","1","736.0","736.0","ONF062537065153"
"DELIVERED","181290811622627200_1","2025-07-28","Gujarat","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","L","1","734.0","734.0","ONF062537065178"
"DELIVERED","181295280548005248_1","2025-07-28","Maharashtra","Priyug Enterprise FlexZip High Impact Sports Bra ? Adjustable Strap & Front Zipper Design","yT2sgBxr","30A","1","736.0","736.0","ONF062537065135"
"SHIPPED","181311638565057536_1","2025-07-28","Uttarakhand","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","28A","1","743.0","743.0","ONF062537065127"
"DELIVERED","181317177603804864_1","2025-07-28","West Bengal","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","32A","1","743.0","743.0","ONF062537065166"
"DELIVERED","181318075748184896_1","2025-07-28","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","34A","1","734.0","734.0","ONF062537065156"
"CANCELLED","181321078705954112_1","2025-07-28","Odisha","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","L","1","734.0","734.0",
"SHIPPED","181338273313244544_1","2025-07-28","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","r7CkYnwW","30A","1","743.0","743.0","ONF062537065537"
"DELIVERED","181348314992627392_1","2025-07-28","Uttar Pradesh","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","30A","1","743.0","743.0","ONF062537065196"
"CANCELLED","181358124468213632_1","2025-07-28","Maharashtra","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","qQYkl0G-","XXL","1","743.0","743.0",
"DELIVERED","181364276229043008_1","2025-07-28","Karnataka","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","W_FeGfER","XXL","1","734.0","734.0","ONF062537065164"
"DELIVERED","181412545462041536_1","2025-07-28","Haryana","High Waist Mid Thigh Shaper Women's Shapewear","jSAh_woJ","S","1","112.0","112.0","ONF062537065541"
"SHIPPED","181448885948117824_1","2025-07-28","Odisha","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout ","2RGorXEZ","S","1","734.0","734.0","ONF062537065527"
"SHIPPED","181581071858791232_1","2025-07-29","Delhi","Women Polyester Spandex High Impact Front Zip Sports Bra Longline Fitness Criss Cross Back Crop Tops for Gym, Yoga & Workout","0b548J5X","XL","1","743.0","743.0","ONF062537065146"
